record_id,symbol,occurred_date,event_class,evidence_url,evidence_note,checked_at_utc
A0112,MSFT,2020-04-29,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312520126089/d844377d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0113,MSFT,2020-07-22,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312520197109/d941281d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0114,MSFT,2020-10-27,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312520278410/d10535d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0115,MSFT,2021-01-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312521017683/d65802d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0116,MSFT,2021-04-27,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312521134213/d179564d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0117,MSFT,2021-07-27,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312521225746/d200100d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0118,MSFT,2021-10-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312521307941/d239488d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0119,MSFT,2022-01-25,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312522017041/d299919d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0120,MSFT,2022-04-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312522120207/d328712d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0121,MSFT,2022-07-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312522202034/d372382d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0122,MSFT,2022-10-25,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312522268356/d361432d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0123,MSFT,2023-01-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312523014230/d406070d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0124,MSFT,2023-04-25,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312523115280/d321368d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0125,MSFT,2023-07-25,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000095017023034400/msft-20230725.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0126,MSFT,2023-10-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000095017023054848/msft-20231024.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0127,MSFT,2024-01-30,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000095017024008809/msft-20240130.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0128,MSFT,2024-04-25,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000095017024048268/msft-20240425.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0129,MSFT,2024-07-30,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000095017024087835/msft-20240730.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0130,MSFT,2024-10-30,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000095017024118955/msft-20241030.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0131,MSFT,2025-01-29,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000095017025010484/msft-20250129.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0132,MSFT,2025-04-30,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000095017025061032/msft-20250430.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0133,MSFT,2025-07-30,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000095017025100226/msft-20250730.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0134,MSFT,2025-10-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312525256310/msft-20251028.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0135,MSFT,2026-01-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/789019/000119312526027198/msft-20260128.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0136,AMZN,2018-02-01,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872418000002/amzn-20171231x8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0137,AMZN,2018-04-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872418000070/amzn-20180331x8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0138,AMZN,2018-07-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872418000106/amzn-20180630x8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0139,AMZN,2018-10-25,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872418000157/amzn-20180930x8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0140,AMZN,2019-01-31,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872419000002/amzn-20181231x8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0141,AMZN,2019-04-25,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872419000041/amzn-2019331x8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0142,AMZN,2019-07-25,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872419000069/amzn-2019630x8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0143,AMZN,2019-10-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872419000087/amzn-2019930x8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0144,AMZN,2020-01-30,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000002/amzn-20191231x8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0145,AMZN,2020-04-30,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000008/amzn-20200331x8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0146,AMZN,2020-07-30,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000019/amzn-20200730.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0147,AMZN,2020-10-29,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000028/amzn-20201029.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0148,AMZN,2021-02-02,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000002/amzn-20210202.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0149,AMZN,2021-04-29,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000008/amzn-20210429.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0150,AMZN,2021-07-29,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000018/amzn-20210729.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0151,AMZN,2021-10-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000026/amzn-20211028.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0152,AMZN,2022-02-03,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000002/amzn-20220203.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0153,AMZN,2022-04-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000011/amzn-20220428.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0154,AMZN,2022-07-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000017/amzn-20220728.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0155,AMZN,2022-10-27,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000021/amzn-20221027.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0156,AMZN,2023-02-02,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000002/amzn-20230202.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0157,AMZN,2023-04-27,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000006/amzn-20230427.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0158,AMZN,2023-08-03,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000010/amzn-20230803.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0159,AMZN,2023-10-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000016/amzn-20231026.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0160,AMZN,2024-02-01,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000006/amzn-20240201.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0161,AMZN,2024-04-30,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000081/amzn-20240430.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0162,AMZN,2024-08-01,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000128/amzn-20240801.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0163,AMZN,2024-10-31,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000158/amzn-20241031.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0164,AMZN,2025-02-06,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000002/amzn-20250206.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0165,AMZN,2025-05-01,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000034/amzn-20250501.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0166,AMZN,2025-07-31,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000084/amzn-20250731.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0167,AMZN,2025-10-30,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000121/amzn-20251030.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0168,AMZN,2026-02-05,quarterly_results,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000002/amzn-20260205.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0169,VST,2018-02-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312518057237/d536429d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0170,VST,2018-05-04,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312518151559/d772777d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0171,VST,2018-08-06,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312518238931/d596300d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0172,VST,2018-11-02,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312518316341/d634944d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0173,VST,2019-02-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312519055469/d682583d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0174,VST,2019-05-03,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312519135686/d743679d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0175,VST,2019-08-02,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312519211406/d778604d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0176,VST,2019-11-05,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312519283984/d816091d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0177,VST,2020-02-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312520054048/d872307d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0178,VST,2020-05-05,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312520133017/d877081d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0179,VST,2020-08-05,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312520209814/d97000d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0180,VST,2020-11-04,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312520285108/d39314d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0181,VST,2021-02-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312521058302/d121629d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0182,VST,2021-04-26,business_update,https://www.sec.gov/Archives/edgar/data/1692819/000119312521130268/d139341d8k.htm,primary doc: Item 2.02 only cross-references a 'Liquidity and Related Financing Transactions' section of an Item 7.01 Reg FD press release reissuing 2021 guidance and updating Winter Storm Uri EBITDA impact — not a quarterly results release,2026-07-17T00:00:00+00:00
A0183,VST,2021-08-05,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312521236916/d213464d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0184,VST,2021-11-05,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312521320861/d234146d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0185,VST,2022-02-25,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312522053117/d82085d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0186,VST,2022-05-03,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312522142900/d349979d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0187,VST,2022-08-05,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312522213037/d364910d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0188,VST,2022-11-04,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312522277411/d413976d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0189,VST,2023-03-01,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312523055104/d472125d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0190,VST,2023-05-09,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312523138876/d351861d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0191,VST,2023-08-09,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312523206766/d538187d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0192,VST,2023-11-07,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312523271904/d582605d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0193,VST,2024-02-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312524049124/d784050d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0194,VST,2024-05-08,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312524133760/d837065d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0195,VST,2024-08-08,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312524196470/d829534d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0196,VST,2024-11-07,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312524252608/d852941d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0197,VST,2025-02-27,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312525037636/d126557d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0198,VST,2025-05-07,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312525114425/d932115d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0199,VST,2025-08-07,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312525174942/d929557d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0200,VST,2025-11-06,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312525268033/d33941d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0201,VST,2026-02-26,quarterly_results,https://www.sec.gov/Archives/edgar/data/1692819/000119312526073364/d21122d8k.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0202,CEG,2022-05-12,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827522000042/ceg-20220512.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0203,CEG,2022-08-04,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827522000064/ceg-20220804.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0204,CEG,2022-11-08,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827522000091/ceg-20221108.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0205,CEG,2023-02-16,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827523000012/ceg-20230216.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0206,CEG,2023-05-04,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827523000030/ceg-20230504.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0207,CEG,2023-08-03,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827523000060/ceg-20230803.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0208,CEG,2023-11-06,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827523000078/ceg-20231106.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0209,CEG,2024-02-27,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827524000010/ceg-20240227.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0210,CEG,2024-05-09,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827524000023/ceg-20240509.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0211,CEG,2024-08-06,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827524000051/ceg-20240806.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0212,CEG,2024-11-04,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827524000066/ceg-20241104.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0213,CEG,2025-02-18,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827525000020/ceg-20250218.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0214,CEG,2025-05-06,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827525000040/ceg-20250506.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0215,CEG,2025-08-07,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827525000070/ceg-20250807.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0216,CEG,2025-11-07,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827525000089/ceg-20251107.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0217,CEG,2026-02-24,quarterly_results,https://www.sec.gov/Archives/edgar/data/1168165/000186827526000029/ceg-20260224.htm,primary doc Item 2.02: definitive financial-results announcement for a completed fiscal period; no preliminary/business-update/guidance-only language found,2026-07-17T00:00:00+00:00
A0218,SMCI,2018-01-30,other_item_202,https://www.sec.gov/Archives/edgar/data/1375365/000162828018000714/exhibit991q2-2018_pre.htm,"ex-99.1 headline: 'Announces Second Quarter Fiscal 2018 Preliminary Financial Information; Management Changes' — preliminary, not definitive",2026-07-17T00:00:00+00:00
